page_id,opportunity_score,archetype,pos_30d,pos_drift,imp_30d,clicks_30d,ctr_observed_pct,ctr_expected_pct,ctr_deficit_pct,expected_recovered_clicks,reason_codes,recommended_action,urgency,rank
page_1090,17.9,0,4.5,0.01,135514,8119,5.99,5.27,-13.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,294
page_1079,17.9,0,7.3,-0.03,141304,4892,3.46,2.85,-21.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,295
page_1140,17.9,3,1.0,-0.13,140473,50322,35.82,33.82,-5.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,296
page_1313,17.8,3,20.5,-1.43,136857,1625,1.19,0.79,-50.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,297
page_1165,17.8,3,1.7,-2.02,138249,31045,22.46,17.55,-28.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,298
page_1015,17.8,0,1.9,0.02,122754,19768,16.1,15.54,-3.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,299
page_1356,17.8,0,2.1,0.05,110495,15884,14.38,13.73,-4.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,300
page_1478,17.7,3,10.0,-1.86,129583,3422,2.64,1.94,-36.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,301
page_1469,17.7,3,9.6,-1.85,123358,3469,2.81,2.04,-38.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,302
page_1272,17.7,3,1.6,-1.48,123259,30036,24.37,19.02,-28.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,303
page_1261,17.7,3,5.8,-1.65,128543,6622,5.15,3.81,-35.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,304
page_1080,17.7,3,9.2,-1.76,123961,3694,2.98,2.15,-38.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,305
page_1145,17.7,0,22.4,0.04,101580,982,0.97,0.71,-36.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,306
page_1311,17.7,0,21.2,0.03,109179,1125,1.03,0.76,-35.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,307
page_1053,17.7,3,11.5,-1.91,128153,2944,2.3,1.62,-41.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,308
page_1242,17.6,3,16.1,-1.73,119027,1870,1.57,1.07,-46.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,309
page_1083,17.6,0,9.0,0.03,101382,2778,2.74,2.2,-24.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,310
page_1107,17.6,3,6.7,-2.15,114731,4915,4.28,3.17,-35.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,311
page_1241,17.6,3,5.7,-1.51,120394,6247,5.19,3.87,-34.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,312
page_1178,17.6,3,21.6,-1.51,115759,1274,1.1,0.74,-48.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,313
page_1062,17.6,3,1.6,-1.76,117216,30058,25.64,18.91,-35.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,314
page_1364,17.5,3,8.0,-1.63,106667,3669,3.44,2.56,-34.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,315
page_1472,17.5,0,18.6,0.01,100769,1208,1.2,0.89,-34.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,316
page_1403,17.5,3,12.2,-1.73,108494,2317,2.14,1.51,-41.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,317
page_1471,17.5,3,20.6,-1.69,109559,1281,1.17,0.79,-48.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,318
page_1342,17.5,0,5.5,0.03,97414,4655,4.78,4.1,-16.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,319
page_1198,17.5,3,1.9,-1.75,112816,23178,20.54,14.77,-39.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,320
page_1150,17.4,3,1.1,-1.03,100633,32413,32.21,29.37,-9.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,321
page_1026,17.4,0,11.1,0.02,94352,2024,2.15,1.7,-26.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,322
page_1437,17.4,3,20.4,-1.41,99902,1178,1.18,0.8,-47.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,323
page_1429,17.4,0,7.4,0.01,96807,3355,3.47,2.83,-22.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,324
page_1399,17.4,3,1.1,-1.02,100755,33592,33.34,30.7,-8.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,325
page_1407,17.4,0,9.4,0.06,79687,2059,2.58,2.1,-23.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,326
page_1117,17.4,0,7.8,0.01,99927,3209,3.21,2.63,-22.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,327
page_1366,17.4,3,2.0,-1.66,102083,18358,17.98,13.99,-28.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,328
page_1331,17.4,3,8.9,-1.99,104619,3199,3.06,2.23,-37.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,329
page_1409,17.3,0,10.2,-0.06,96625,2272,2.35,1.89,-24.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,330
page_1270,17.3,3,1.4,-1.36,97181,25440,26.18,22.01,-18.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,331
page_1035,17.3,3,20.7,-1.78,97581,1125,1.15,0.78,-47.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,332
page_1446,17.3,3,1.6,-1.73,96640,24223,25.07,19.56,-28.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,333
page_1134,17.3,3,1.2,-1.39,94159,28977,30.77,26.48,-16.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,334
page_1476,17.3,0,15.4,0.03,79998,1200,1.5,1.13,-32.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,335
page_1098,17.3,0,5.8,0.06,72648,3180,4.38,3.8,-15.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,336
page_1186,17.3,3,12.0,-1.75,95244,2063,2.17,1.54,-40.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,337
page_1475,17.2,3,4.5,-1.88,90164,6266,6.95,5.28,-31.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,338
page_1372,17.2,0,16.5,-0.02,92021,1277,1.39,1.04,-33.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,339
page_1123,17.1,0,12.7,0.01,79034,1445,1.83,1.44,-27.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,340
page_1004,17.1,0,17.5,0.01,79424,1004,1.26,0.96,-31.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,341
page_1029,17.1,0,21.8,0.0,85607,859,1.0,0.73,-36.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,342
page_1182,17.1,3,2.4,-1.72,83295,13732,16.49,11.41,-44.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,343
page_1043,17.1,3,14.0,-2.0,81775,1494,1.83,1.27,-44.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,344
page_1245,17.0,3,20.0,-1.49,81215,999,1.23,0.82,-50.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,345
page_1154,17.0,3,8.4,-1.95,79586,2612,3.28,2.39,-37.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,346
page_1092,17.0,3,2.5,-2.03,77478,11521,14.87,10.68,-39.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,347
page_1249,17.0,3,13.3,-1.72,79299,1530,1.93,1.36,-41.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,348
page_1294,17.0,0,1.6,-0.04,77731,14901,19.17,18.59,-3.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,349
page_1280,17.0,3,14.8,-1.66,80280,1360,1.69,1.18,-43.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,350
page_1398,17.0,3,1.0,-0.05,79581,28065,35.27,33.82,-4.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,351
page_1191,16.9,3,8.4,-1.91,72242,2332,3.23,2.41,-33.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,352
page_1408,16.9,3,4.3,-1.88,73931,5381,7.28,5.47,-32.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,353
page_1139,16.9,3,7.2,-1.9,75233,3003,3.99,2.92,-36.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,354
page_1353,16.9,0,22.6,0.04,63957,607,0.95,0.7,-35.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,355
page_1077,16.9,0,23.3,0.06,56915,517,0.91,0.68,-34.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,356
page_1351,16.9,3,16.2,-1.72,71759,1122,1.56,1.06,-47.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,357
page_1205,16.9,0,24.8,0.01,72006,621,0.86,0.63,-37.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,358
page_1031,16.8,0,25.1,0.1,44772,372,0.83,0.62,-34.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,359
page_1056,16.8,0,4.4,-0.01,71388,4365,6.11,5.41,-12.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,360
page_1453,16.8,3,20.2,-1.61,70090,843,1.2,0.81,-49.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,361
page_1292,16.8,3,10.2,-1.89,70228,1864,2.65,1.89,-40.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,362
page_1115,16.8,3,20.2,-1.64,71407,852,1.19,0.81,-48.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,363
page_1244,16.8,0,6.7,-0.08,69591,2641,3.8,3.19,-18.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,364
page_1001,16.7,3,10.9,-1.94,65367,1593,2.44,1.73,-40.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,365
page_1113,16.7,3,1.1,-0.93,64716,21380,33.04,30.35,-8.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,366
page_1433,16.7,0,13.7,0.03,54722,928,1.7,1.3,-30.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,367
page_1051,16.7,3,18.7,-1.63,63310,824,1.3,0.89,-46.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,368
page_1049,16.7,0,19.6,-0.01,4080,31,0.76,0.84,9.2,187,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,369
page_1449,16.7,0,15.5,0.03,55448,823,1.48,1.12,-32.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,370
page_1317,16.7,0,10.7,-0.01,64812,1487,2.29,1.78,-28.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,371
page_1014,16.7,0,2.3,0.02,59798,7715,12.9,12.25,-5.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,372
page_1393,16.6,3,7.7,-1.81,61805,2220,3.59,2.67,-34.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,373
page_1152,16.6,0,15.2,0.01,59129,901,1.52,1.15,-32.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,374
page_1421,16.6,3,9.8,-1.78,60096,1625,2.7,1.98,-36.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,375
page_1037,16.6,0,7.0,-0.09,62338,2235,3.59,3.0,-19.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,376
page_1431,16.6,3,18.2,-1.68,61269,825,1.35,0.92,-46.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,377
page_1299,16.6,0,23.2,-0.01,60456,553,0.91,0.68,-34.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,378
page_1450,16.5,3,12.6,-1.72,58635,1213,2.07,1.45,-42.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,379
page_1405,16.5,3,19.6,-1.67,54982,675,1.23,0.84,-46.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,380
page_1456,16.5,0,13.5,0.0,57618,981,1.7,1.33,-28.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,381
page_1459,16.5,0,18.8,0.01,53166,615,1.16,0.88,-30.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,382
page_1206,16.5,0,8.9,-0.0,57295,1570,2.74,2.25,-22.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,383
page_1006,16.5,0,22.9,-0.04,57758,542,0.94,0.69,-36.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,384
page_1254,16.5,0,4.5,0.0,56499,3331,5.9,5.18,-13.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,385
page_1279,16.5,3,13.3,-2.01,58425,1120,1.92,1.36,-40.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,386
page_1439,16.5,0,14.8,-0.1,55541,862,1.55,1.18,-31.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,387
page_1025,16.4,3,9.3,-1.93,54410,1567,2.88,2.1,-36.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,388
page_1314,16.4,3,19.1,-1.68,51904,666,1.28,0.87,-48.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,389
page_1234,16.4,0,9.7,0.0,51596,1283,2.49,2.0,-24.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,390
page_1005,16.4,0,5.1,-0.03,53185,2770,5.21,4.5,-15.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,391
page_1335,16.4,0,11.2,0.0,52491,1112,2.12,1.68,-26.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,392
page_1389,16.4,3,4.2,-1.72,52051,3860,7.42,5.76,-28.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,393
page_1376,16.3,3,15.4,-1.72,50499,819,1.62,1.13,-43.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,394
page_1396,16.3,3,5.4,-1.61,48266,2672,5.54,4.18,-32.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,395
page_1312,16.3,0,4.2,0.04,40398,2595,6.42,5.76,-11.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,396
page_1259,16.3,0,20.0,0.02,43604,475,1.09,0.82,-33.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,397
page_1489,16.3,3,17.7,-1.85,51114,704,1.38,0.95,-45.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,398
page_1175,16.3,0,24.6,0.06,38828,330,0.85,0.63,-34.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,399
page_1467,16.2,3,5.3,-1.77,45311,2539,5.6,4.24,-32.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,400
page_1473,16.2,3,3.6,-1.66,45402,4167,9.18,7.0,-31.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,401
page_1226,16.2,3,1.9,-1.49,45009,9511,21.13,15.6,-35.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,402
page_1127,16.2,3,16.2,-1.75,45482,698,1.53,1.07,-44.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,403
page_1076,16.1,3,1.7,-1.8,42778,10117,23.65,17.32,-36.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,404
page_1470,16.1,0,17.0,-0.07,42473,559,1.32,1.0,-31.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,405
page_1488,16.1,3,4.4,-1.55,42928,2997,6.98,5.38,-29.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,406
page_1498,16.0,3,21.0,-1.63,42010,473,1.13,0.77,-46.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,407
page_1378,16.0,3,1.0,-0.16,39571,13717,34.66,33.82,-2.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,408
page_1485,16.0,3,9.8,-2.06,40589,1102,2.72,1.98,-37.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,409
page_1179,16.0,0,21.8,-0.03,39927,386,0.97,0.73,-31.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,410
page_1308,15.9,3,9.0,-1.79,37187,1116,3.0,2.21,-36.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,411
page_1055,15.9,3,7.8,-1.93,38437,1355,3.53,2.62,-34.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,412
page_1192,15.9,3,10.5,-1.71,38166,954,2.5,1.82,-37.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,413
page_1222,15.9,0,2.8,0.05,29080,2971,10.22,9.29,-10.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,414
page_1058,15.9,0,19.2,0.04,32961,370,1.12,0.86,-30.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,415
page_1040,15.9,0,23.9,-0.05,39371,348,0.88,0.66,-34.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,416
page_1203,15.8,3,1.7,-1.52,35384,8109,22.92,17.55,-30.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,417
page_1167,15.8,0,5.0,-0.02,35826,1841,5.14,4.52,-13.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,418
page_1285,15.8,0,22.8,-0.08,36312,334,0.92,0.69,-32.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,419
page_1385,15.8,3,2.6,-1.72,35782,5133,14.35,10.43,-37.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,420
page_1377,15.8,0,16.8,-0.11,36472,477,1.31,1.01,-28.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,421
page_1070,15.7,3,10.7,-1.64,32411,795,2.45,1.79,-37.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,422
page_1237,15.7,0,20.6,-0.03,32656,341,1.04,0.79,-32.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,423
page_1497,15.7,0,4.5,0.02,32143,1910,5.94,5.24,-13.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,424
page_1354,15.7,0,6.1,-0.02,33844,1430,4.23,3.59,-17.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,425
page_1460,15.7,0,3.2,0.05,25996,2233,8.59,7.93,-8.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,426
page_1420,15.7,3,19.2,-1.56,34462,432,1.25,0.86,-45.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,427
page_1057,15.7,0,1.9,0.05,26963,4244,15.74,14.86,-5.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,428
page_1128,15.7,0,2.1,0.07,25129,3498,13.92,13.22,-5.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,429
page_1486,15.6,0,17.6,0.04,26252,322,1.23,0.96,-28.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,430
page_1358,15.6,3,11.6,-1.81,30374,689,2.27,1.6,-41.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,431
page_1430,15.6,0,4.5,-0.03,31125,1830,5.88,5.22,-12.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,432
page_1069,15.6,3,6.5,-1.94,31459,1412,4.49,3.33,-34.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,433
page_1412,15.5,3,13.0,-1.88,29326,566,1.93,1.39,-38.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,434
page_1219,15.5,3,15.5,-1.9,29948,474,1.58,1.12,-41.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,435
page_1118,15.5,3,17.7,-1.45,28901,395,1.37,0.95,-44.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,436
page_1276,15.4,3,3.8,-1.71,26735,2243,8.39,6.39,-31.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,437
page_1290,15.4,0,4.8,-0.06,26577,1445,5.44,4.81,-13.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,438
page_1383,15.4,3,1.3,-1.17,28028,8385,29.92,25.49,-17.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,439
page_1390,15.3,3,15.6,-1.73,26177,410,1.57,1.12,-40.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,440
page_1094,15.3,3,19.5,-1.89,25585,304,1.19,0.84,-41.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,441
page_1262,15.2,0,7.2,0.03,20037,681,3.4,2.93,-16.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,442
page_1099,15.2,0,2.2,0.01,22894,3064,13.38,12.75,-5.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,443
page_1347,15.2,0,25.0,-0.0,24506,194,0.79,0.62,-27.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,444
page_1112,15.2,3,13.3,-1.63,24514,461,1.88,1.35,-39.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,445
page_1336,15.1,3,20.0,-1.81,22382,257,1.15,0.81,-41.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,446
page_1068,15.1,0,22.7,-0.03,22995,211,0.92,0.7,-31.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,447
page_1256,15.1,3,13.2,-1.69,22305,415,1.86,1.36,-36.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,448
page_1181,15.1,0,7.2,-0.07,22297,768,3.44,2.89,-19.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,449
page_1042,15.0,0,6.6,-0.09,21077,805,3.82,3.23,-18.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,450
page_1445,14.9,3,1.0,-0.08,20281,7180,35.4,33.82,-4.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,451
page_1401,14.9,3,1.0,-0.21,19357,6849,35.38,33.82,-4.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,452
page_1296,14.9,3,20.4,-1.79,19367,219,1.13,0.8,-41.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,453
page_1436,14.9,0,1.6,-0.1,20038,3839,19.16,18.97,-1.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,454
page_1021,14.9,0,10.2,-0.08,19422,450,2.32,1.88,-23.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,455
page_1208,14.8,0,7.3,-0.06,18022,603,3.35,2.88,-16.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,456
page_1374,14.7,0,1.8,0.01,16325,2756,16.88,16.3,-3.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,457
page_1066,14.7,0,10.6,0.02,15906,347,2.18,1.81,-20.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,458
page_1239,14.7,0,10.2,0.07,12505,281,2.25,1.88,-19.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,459
page_1071,14.6,0,19.8,-0.03,15584,160,1.03,0.83,-24.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,460
page_1199,14.6,3,9.9,-1.8,15856,417,2.63,1.97,-33.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,461
page_1369,14.6,0,23.7,-0.02,15747,133,0.84,0.66,-27.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,462
page_1032,14.5,0,24.9,-0.0,15077,117,0.78,0.62,-25.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,463
page_1458,14.5,0,5.2,0.01,14518,722,4.97,4.39,-13.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,464
page_1332,14.5,0,4.5,-0.02,15137,879,5.81,5.15,-12.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,465
page_1252,14.5,3,13.3,-1.75,14925,273,1.83,1.36,-34.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,466
page_1111,14.5,0,20.2,-0.01,14686,149,1.01,0.81,-25.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,467
page_1010,14.5,0,15.7,-0.08,14796,205,1.39,1.1,-26.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,468
page_1033,14.5,3,11.3,-1.95,15145,334,2.21,1.66,-33.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,469
page_1109,14.4,0,17.7,0.06,10783,127,1.18,0.95,-23.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,470
page_1067,14.4,3,8.4,-2.15,14194,455,3.21,2.39,-34.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,471
page_1411,14.4,3,4.5,-1.95,14191,938,6.61,5.17,-28.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,472
page_1368,14.3,0,21.7,0.01,12374,114,0.92,0.74,-24.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,473
page_1387,14.3,0,6.9,0.07,9531,332,3.48,3.05,-14.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,474
page_1441,14.3,3,11.2,-2.04,12800,294,2.3,1.67,-37.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,475
page_1116,14.2,3,1.0,-0.59,12612,4416,35.01,32.67,-7.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,476
page_1126,14.2,3,9.1,-1.98,12317,364,2.96,2.18,-35.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,477
page_1371,14.2,0,7.6,-0.02,12330,379,3.07,2.71,-13.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,478
page_1034,14.1,3,16.6,-1.77,11302,155,1.37,1.03,-32.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,479
page_1164,14.1,0,3.6,-0.01,11315,840,7.42,6.85,-8.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,480
page_1380,14.1,0,6.7,-0.0,11331,416,3.67,3.19,-15.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,481
page_1400,14.1,0,6.1,-0.08,11657,480,4.12,3.6,-14.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,482
